record	parliament_year	estate	annotation	most_probable_line	lev	wer	cer
data/1867/ptk_1867_talonpojat_II.xml	1867	talonpojat	rättävä, otetaanko kutsumus kuuloon vai ei, ja sitte vasta keskus-	ärättävä, otetaanko kutsumus kuuloon vai ei, ja sitte vasta keskust	2	0.2000000029802322	0.0303030303030303
data/1867/ptk_1867_talonpojat_II.xml	1867	talonpojat	Edusmies Kumpulainen lausui puheena olevalla kysymyk-	 Edusmies Kumpulainen lausui puheena olevalla kysymyks	1	0.1666666716337204	0.0188679245283018
data/1867/ptk_1867_talonpojat_II.xml	1867	talonpojat	Nykyiset olot olivat erinomaittain hyvät. Vanhat juomarit puhujan	 Nykyiset olot olivat erinomaittain hyvät. Vanhat juomarit puhujan	0	0.0	0.0
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	Arvoisan Talonpoikaissäädyn puhemiehelle.	 Arvoisan Talonpoikaissäädyn puhemiehelle.	0	0.0	0.0
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	Hänen Keisarilliselle Majesteetillensä alamaisuudessa ilmoit-	 Hänen Keisarilliselle Majesteetillensä alamaisuudessa ilmoitt	1	0.2000000029802322	0.0163934426229508
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	toimitetun murhayrityksen johdosta, on Hänen Majesteettinsä suo-	 toimitetun murhayrityksen johdosta, on Hänen Majesteettinsä suos	1	0.1428571492433548	0.015625
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	nööriä“, joka puhujan mielestä olisi erhetyttävä, vaihdettaisiin lau-	"inööriä"", joka puhujan mielestä olisi erhetyttävä, vaihdettaisiin laus"	3	0.25	0.0434782608695652
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	Edusmiehet Kumpulainen ja Slotte, jotka olivat pyytä-	 Edusmiehet Kumpulainen ja Slotte, jotka olivat pyytän	1	0.1428571492433548	0.0188679245283018
data/1867/ptk_1867_talonpojat_I.xml	1867	talonpojat	Edusmies Kylmälä piti puheenalaisen §:n epäselvänä siinä	 Edusmies Kylmälä piti puheenalaisen S:n epäselvänä siinä	1	0.1428571492433548	0.0178571428571428
data/1872/prot_1872_adeln_III.xml	1872	adeln	jernväg skall gå fram är långt ifrån detalj, — icke skulle blifva föremål	 jernväg skall gå fram är långt ifrån detalj, — icke skulle blifva föremål	0	0.0	0.0
data/1872/prot_1872_adeln_III.xml	1872	adeln	tit böra bringas till utförande, nemligen Tammerfors och Wiiala—	tit böra bringas till utförande, nemligen Tammerfors och Wiiala— 	0	0.0	0.0
data/1872/prot_1872_adeln_III.xml	1872	adeln	enligt sitt åtagande och koncessionsaftalet, skulle, i händelse så	 enligt sitt åtagande och koncessionsaftalet, skulle, i händelse så	0	0.0	0.0
data/1872/prot_1872_adeln_III.xml	1872	adeln	— ang. pet. om ett ständerhus II 79, III 353, 408	8. ang. pet. om ett ständerhus II 79, III 353, 408	2	0.0909090936183929	0.0408163265306122
data/1872/prot_1872_adeln_III.xml	1872	adeln	— and. pet. om inträttande af en högsta domstol II 1, 118	0. ang. pet. om inrättande af en högsta domstol III 1, 118	5	0.3333333432674408	0.087719298245614
data/1872/prot_1872_adeln_III.xml	1872	adeln	III 354.	 III 354.	0	0.0	0.0
data/1872/prot_1872_adeln_II.xml	1872	adeln	verkets fonder och de egentliga bankfonderna. De skäl, som	verkets fonder och de egentliga bankfonderna. De skäl, som 	0	0.0	0.0
data/1872/prot_1872_adeln_II.xml	1872	adeln	beträffar, innehåller det sista momentet, att banken utgifver till	 beträffar, innehåller det sista momentet, att banken utgifver till	0	0.0	0.0
data/1872/prot_1872_adeln_II.xml	1872	adeln	nare delen af paragrafen beträffar, har bankutskottet gjort ett	nare delen af paragrafen beträffar, har bankutskottet gjort ett 	0	0.0	0.0
data/1872/prot_1872_borgare_III.xml	1872	borgare	Denna proposition besvarades med öfvervägande nej.	 Denna proposition besvarades med öfvervägande nej.	0	0.0	0.0
data/1872/prot_1872_borgare_III.xml	1872	borgare	att lemna dessa helt och hållet åt sitt öde och blott stifta	 att lemna dessa helt och hållet åt sitt öde och blott stifta	0	0.0	0.0
data/1872/prot_1872_borgare_III.xml	1872	borgare	och minutförsäljare äfvensom gästgifvare i stad eller på lan-	 och minutförsäljare äfvensom gästgifvare i stad eller på land	1	0.1111111119389534	0.0163934426229508
data/1872/prot_1872_borgare_II.xml	1872	borgare	det antoge betänkandet, ville för sin del besluta till att uti	 det antoge betänkandet, ville för sin del besluta till att uti	0	0.0	0.0
data/1872/prot_1872_borgare_II.xml	1872	borgare	Nådig proposition om vattenverk och vattenledningar i lan-	 Nädig proposition om vattenverk och vattenledningar i land	2	0.25	0.0344827586206896
data/1872/prot_1872_borgare_II.xml	1872	borgare	sionären sysselsätter endast några få personer med arbete,	ssionären sysselsätter endast några få personer med arbete,	1	0.125	0.0172413793103448
data/1872/prot_1872_borgare_I.xml	1872	borgare	att, på skäl som Herr Frey anfört, orden “utdelning af“	 att, på skäl som Herr Frey anfört, orden ”utdelning af”	2	0.2000000029802322	0.0363636363636363
data/1872/prot_1872_borgare_I.xml	1872	borgare	för nu ifrågavarande upphörd.	 för nu ifrågavarande uppbörd.	1	0.25	0.0344827586206896
data/1872/prot_1872_borgare_I.xml	1872	borgare	Herr Frey förenade sig med Herr Tengström om	 Herr Frey förenade sig med Herr Tengström om	0	0.0	0.0
data/1872/prot_1872_praster_III.xml	1872	praster	här har begärts ökadt anslag, utan att något ändemål uppgifvits,	 här har begärts ökadt anslag, utan att något ändamål uppgifvits,	1	0.1000000014901161	0.015625
data/1872/prot_1872_praster_III.xml	1872	praster	hänför sig till den första uppsättningen af verkstäder och skolor.	 hänför sig till den första uppsättningen af verkstäder och skolor.	0	0.0	0.0
data/1872/prot_1872_praster_III.xml	1872	praster	visoriskt, vill jag anmärka att meningen med dem ju varit sådan,	visoriskt, vill jag anmärka att meningen med dem ju varit sådan, 	0	0.0	0.0
data/1872/prot_1872_praster_III.xml	1872	praster	två ojäfvige nämndemän, efter af fastighetsägaren kungjord termin,	 tvä ojäfvige nämndemän, efter af fastighetsägaren kungjord termin,	1	0.125	0.0151515151515151
data/1872/prot_1872_praster_III.xml	1872	praster	qvasi-fastighet, som här är i fråga. Skulle nu den kejserliga pro-	 avasi-fastighet, som här är i fråga. Skulle nu den kejserliga prop	2	0.1818181872367859	0.0303030303030303
data/1872/prot_1872_praster_III.xml	1872	praster	hela andragande var en med ingress försedd mention. Här säges	 hela andragande var en med ingress försedd mention. Här säges	0	0.0	0.0
data/1872/prot_1872_praster_II.xml	1872	praster	mening hyllas äfven af de rättslärde både i Sverige och de civili-	 mening hyllas äfven af de rättslärde både i Sverige och de civilis	1	0.0833333358168602	0.0151515151515151
